number_of_air_conditioners,ac_power_hp,number_of_refrigerators,number_of_televisions,number_of_fans,number_of_computers,average_daily_usage_hours,season,house_size_m2,insulation_quality,has_water_heater,washing_machine_usage_per_week,monthly_energy_consumption_kwh,monthly_electricity_bill_egp
3,1.5,2,0,3,2,8.748303029043473,winter,152.2288881975429,medium,0,2,2845.0079389216035,3412.2113002808464
4,3.0,2,0,1,1,8.552694840440497,summer,194.77307398559242,low,0,3,7803.989603091951,9371.125810286336
2,2.25,1,0,1,2,7.60546199103047,winter,119.51837505492287,medium,0,5,1810.4136180873777,2167.3087100473695
1,1.5,2,1,4,0,9.095800186969171,summer,98.4257386951069,low,0,5,2623.752748553928,3146.5965737148867
3,3.0,2,3,1,0,8.960467282298522,summer,167.29181473369238,high,1,0,4969.250503105957,5966.44876346966
4,2.25,1,1,1,0,4.4902793037720325,summer,175.66731756223965,low,1,6,3389.645964507345,4063.268192634866
4,3.0,1,3,0,1,7.878212361179472,winter,210.88498441168994,low,1,2,4179.741084403226,5015.999624520618
4,2.25,2,1,0,1,8.841112326972171,summer,238.29329978198228,medium,1,1,5598.915018792229,6719.179969575758
2,2.25,1,0,2,0,8.217201148050293,summer,150.8009788971999,low,0,6,3082.867509481217,3704.0270654098645
3,3.0,1,0,2,2,3.119277133702406,winter,170.89033331131546,high,0,5,1462.7991669920896,1755.1285959212994
4,2.25,2,2,2,1,7.322545953861734,winter,217.72698043877637,low,0,5,3919.0082219908977,4701.893301628757
4,3.0,2,0,3,0,4.994479128788299,summer,267.6075118146498,low,0,3,5255.4953475410375,6305.364739137154
3,1.5,2,3,4,2,8.416652098317531,summer,164.79609973891735,high,0,6,3357.6229524023747,4028.4587291318007
2,3.0,2,0,3,1,8.183590085262065,winter,136.71168894278472,low,1,4,3511.9437941983383,4217.350076617897
4,1.5,2,2,3,0,3.7615626261415924,winter,216.9252635013625,high,0,3,2226.029056521303,2674.2134053676564
1,3.0,2,0,2,0,5.336794895211366,summer,72.23725915829927,high,1,4,2453.2487956365803,2940.2324326374924
0,1.5,2,0,4,2,9.303901982724685,summer,67.33298204054071,medium,0,0,1937.155855019454,2329.8549611219987
0,3.0,2,1,3,0,6.382522574710606,summer,50.0,high,0,4,1785.643299481827,2146.061731121219
0,3.0,1,3,0,0,6.548033421073342,summer,50.0,high,0,4,935.9831484220762,1118.622349651135
2,1.5,1,2,3,2,4.426975278810795,winter,122.47440125229342,medium,1,4,1402.0955528610843,1683.243019060356
4,3.0,1,1,0,0,4.244910963215051,summer,191.8367828415191,low,0,6,3883.3863010699724,4658.96102288735
0,1.5,1,2,3,1,3.4686129046580216,winter,50.629118909756535,high,0,1,926.3824071320048,1115.10621740097
0,2.25,1,0,4,0,3.5583592634680326,winter,50.0,high,1,0,1144.8397906048606,1370.6754318525554
3,1.5,2,2,0,2,4.226872636522278,summer,180.399750352334,low,1,6,3049.001256998537,3662.664751506775
4,3.0,1,1,0,1,3.0980977226084017,winter,209.1569739160301,low,1,6,2324.614643956219,2795.078280484173
4,3.0,1,0,2,1,9.961569303483017,summer,212.21286914797764,high,1,3,5497.117564609455,6593.680973957495
3,2.25,2,1,0,2,6.043937775785677,winter,163.64817941320575,high,1,2,2802.6183950291697,3370.4646817841735
4,2.25,1,3,3,1,5.857816040698663,winter,224.67628263948896,medium,0,6,2276.9323614626815,2731.845959809258
1,2.25,2,3,3,1,7.106466280799004,summer,56.54523119618954,high,0,2,2469.7445436049566,2961.800123248448
2,2.25,1,3,2,2,8.986693712975999,summer,114.57621854976304,low,1,5,3737.695533110477,4488.136097796161
3,2.25,1,2,1,2,7.6433096049634806,winter,176.98651693496586,low,1,5,2794.912237756035,3352.7255306229254
0,3.0,2,3,0,1,4.49742510162778,summer,50.0,high,0,0,1777.2660416746535,2135.221861355276
4,1.5,1,2,0,2,8.214933473991032,summer,198.56646851016768,low,1,2,4103.734781361728,4922.86566548105
1,3.0,1,2,0,0,3.980019550396729,summer,105.50576261410737,medium,1,1,1518.8737621875534,1817.164426729325
1,2.25,1,1,3,1,8.995386855393154,summer,109.38475728361969,medium,0,0,1927.7535770972631,2310.2841627975185
2,3.0,2,0,4,0,8.130775490710615,summer,116.96347537109739,low,1,3,4821.328701978854,5781.930264286214
1,1.5,2,0,4,1,9.558670344603804,summer,109.72148304563626,low,0,1,2716.6869402261905,3256.7454301351563
4,2.25,2,1,4,0,9.125785346949662,summer,214.29473841161132,medium,1,6,5743.553414276439,6888.831495936432
4,1.5,2,3,2,1,5.890492462922647,winter,197.0802480301786,low,0,0,2942.654522851658,3535.397114654557
1,3.0,2,1,2,1,9.259539572077657,summer,93.82959933889634,medium,0,3,3103.4991649932695,3719.2604739719513
4,1.5,1,1,3,0,8.668639991201502,winter,245.9822780168552,high,0,1,1952.1855367378441,2341.376835740576
4,2.25,1,0,4,0,6.130780548083505,summer,233.03126692279133,medium,0,0,3408.785329453928,4091.1502352146267
0,2.25,2,2,1,1,7.864372790865,summer,51.22491749657185,high,1,5,2100.009015646839,2520.9494732052335
3,3.0,2,1,0,0,4.165838450208524,winter,198.35903667462043,high,1,3,2578.4661684495622,3089.463467704451
4,3.0,1,1,4,0,6.74029462077481,summer,228.76056846317422,low,0,2,5676.170267486946,6799.395457174744
4,1.5,2,2,1,1,3.3753472185425633,winter,178.17297377931723,low,1,4,2531.399012279525,3044.766178082448
2,1.5,1,0,0,0,5.876296354973949,winter,109.59653380536504,medium,0,4,1304.7062790309706,1565.5673552471383
3,1.5,2,3,0,1,7.396765966494197,summer,145.44384269701774,medium,1,6,3451.879803361013,4148.917064946553
3,1.5,2,1,2,1,7.392402952035833,winter,151.73510658608808,medium,1,6,2757.580197051352,3305.7614701815864
3,3.0,1,3,1,1,5.5926483055232445,summer,146.67958105580846,high,1,4,3031.7698540021975,3633.5892044266793
1,2.25,1,3,4,0,3.6171374032567267,winter,83.09834484435176,low,0,4,1194.5823321696832,1433.6071681318592
0,1.5,2,1,4,1,7.48686312422117,summer,57.416023743867285,high,1,3,2067.525203771244,2482.4937958550563
0,1.5,2,3,3,1,3.593042154815711,summer,50.0,low,0,4,1815.5413677313043,2174.443584616613
2,2.25,1,1,1,0,4.640270058039684,winter,121.82502527251903,low,0,5,1548.1388591251148,1859.0309438329452
3,1.5,1,2,0,1,8.622968470925414,summer,178.2405697004965,high,1,4,2605.5528360651733,3122.13744954646
3,1.5,2,2,2,0,6.056554886563561,winter,180.79418170928793,low,1,6,2810.418045758317,3377.7203057446472
4,3.0,1,2,3,2,9.998401659623106,summer,207.4728182155754,low,0,5,8148.318359935888,9780.189314050638
1,2.25,2,2,2,2,8.391786318797449,winter,94.00899404351816,medium,0,2,2367.8011633823135,2838.5122160097626
1,2.25,2,0,0,0,5.836189584092457,summer,50.0,low,1,6,2721.029806523372,3266.3060197847963
2,1.5,2,2,0,1,3.7687510260957584,winter,139.96291120569325,high,1,1,2202.1903167665105,2648.365697985473
0,2.25,2,1,2,2,6.0041682593812284,summer,56.60776821988981,high,1,0,2088.2549652669195,2500.85846458031
3,2.25,2,1,3,2,3.956429816441284,summer,200.33282635545072,medium,1,0,3197.5559935176925,3837.268751253189
2,3.0,2,1,0,0,7.829536718579817,winter,138.7182196005432,low,0,4,3230.3347018842915,3879.3262030828864
1,3.0,2,3,4,0,3.7351657162591527,winter,102.7700609965213,high,0,6,2030.861807074446,2433.5492437815114
1,3.0,1,1,4,2,9.60317474981976,summer,51.40848502945576,high,0,2,2149.344417120072,2585.818391337046
1,3.0,1,0,4,2,5.728291752065533,winter,65.57243942240876,low,1,5,1693.49564618298,2023.4894173951202
3,3.0,2,0,3,1,3.228619709849509,winter,176.2633134611323,low,0,4,2686.8697216212436,3220.3951516789843
3,3.0,1,0,3,1,8.80021826683031,summer,176.48934382353804,medium,0,0,4519.363465596671,5432.260282545029
3,3.0,2,0,1,0,5.459815355053374,winter,159.05825537642943,high,0,4,2684.612518107617,3220.6882452521268
4,3.0,2,0,1,2,7.6896276572019815,summer,191.5282375867315,low,1,3,7329.038602126967,8796.423682503217
0,3.0,1,0,4,1,9.043294662786547,summer,50.0,high,0,0,1003.6388147722507,1202.285510810143
1,2.25,1,2,2,1,3.4117681060690024,winter,58.78755881463761,low,1,1,1309.7924338988719,1571.4947914892953
1,3.0,2,0,2,0,3.1100617494412948,summer,70.66315452756618,low,1,4,2488.9109914224596,2981.8641717899636
4,1.5,1,3,4,2,3.9910142592971853,summer,221.75138257125988,low,1,1,2535.282969049886,3048.812433525227
1,2.25,2,0,1,2,4.648861844905825,summer,58.901338437603734,high,0,2,2169.391328938211,2605.791826585375
1,3.0,1,1,3,0,6.668849814834317,summer,110.35124532547596,medium,1,5,2036.0869429302345,2446.2601775401067
3,2.25,2,1,2,1,9.72671585991373,winter,170.47974343531212,high,1,6,3355.075884868128,4026.4558910941373
3,2.25,2,3,3,0,6.815391857030448,winter,177.90213982452622,low,1,2,3378.8778786287967,4056.381065276377
0,3.0,2,0,4,0,9.015117107438188,summer,50.0,high,0,3,1801.2764408365053,2168.6335398359665
1,2.25,1,2,3,2,4.397231108264593,summer,88.60904912875836,high,0,5,1343.1575147981362,1618.2170103227725
2,1.5,2,2,2,2,9.251617648313356,winter,109.17327882990496,high,0,5,2479.8761320783256,2978.457171163709
1,3.0,2,2,1,0,8.002250076299282,winter,114.43169056318341,low,1,0,2716.416692372258,3263.2446323854347
1,3.0,1,2,2,1,9.64911866488597,summer,95.22173812147969,medium,1,0,2457.433137811138,2959.3383237403086
0,2.25,1,0,0,1,9.114270415936367,winter,91.02625577831479,medium,0,4,925.0914390587834,1116.9336556480375
2,3.0,2,3,3,1,8.951817035767153,winter,149.25590634535718,low,0,2,3611.161168337034,4331.856026745411
1,1.5,1,2,3,0,3.5118615513032174,summer,80.06324944157527,low,1,4,1478.355722200674,1772.6954326575606
2,3.0,2,0,3,0,7.7170646087748125,summer,104.43992561918606,high,1,6,3634.076568374639,4360.907551076552
3,2.25,2,0,4,2,5.152969575079093,winter,181.00631477891886,low,0,5,2924.883380086866,3515.073178600964
3,3.0,2,0,4,0,4.808835481733725,winter,178.68845163153793,low,1,1,3282.6416247003444,3932.8872202872813
2,1.5,1,0,2,2,6.172237212263148,summer,109.1736179645685,high,0,2,1640.7753448503088,1972.6947498926756
1,2.25,1,0,1,1,9.070953734639389,summer,83.88618080833686,low,1,2,2302.7422593537303,2761.6082317112055
2,2.25,1,1,0,0,3.62849705998451,summer,116.7944508892445,low,0,4,1826.5321176830948,2190.1562239162026
2,1.5,2,0,1,2,9.46924454698222,summer,122.81196173307781,low,0,1,3528.86723212678,4236.986366688357
3,1.5,2,0,1,1,9.006146926214216,summer,169.51730775117727,medium,1,5,3828.3849712609563,4595.651174033852
2,3.0,2,0,0,2,4.959057440770263,summer,122.67959928572999,high,1,6,3091.30314321851,3711.3215488149226
4,3.0,1,1,4,0,5.37550748342395,summer,233.2797565762302,low,0,5,4698.095939950528,5637.9190589317395
4,1.5,1,1,3,1,3.3550922182798164,winter,196.27251158518376,high,0,3,1315.5305104458946,1580.3472340239562
3,2.25,2,3,4,1,8.107330455930404,summer,154.45284958578895,medium,0,5,4403.863507314268,5285.316558377561
1,1.5,1,3,3,1,4.202513139888591,summer,78.49077108462706,high,0,6,1184.9296303070132,1420.830962925785
1,1.5,1,0,3,0,5.067573222979767,winter,110.54565979284155,medium,1,0,1311.0799297086367,1569.9183252168393
3,1.5,1,2,4,0,5.785751576398815,summer,188.22287306942286,low,0,2,2465.4192312242994,2953.3965433452013
1,1.5,1,0,1,0,5.846156655467649,summer,105.20832471742548,low,1,1,1567.5292403155504,1882.0622765777366
0,3.0,2,3,3,1,8.610868699860948,winter,50.0,low,1,6,2086.4203401605314,2506.6364353050967
4,3.0,2,2,4,0,6.4649213999051796,summer,200.1906179216732,medium,0,1,5301.797191757905,6355.701275035519
0,2.25,2,2,1,2,3.3895315372523656,winter,61.42635709862488,high,1,0,1992.8058330817485,2387.7513549813534
0,2.25,1,3,0,2,7.2037850753050945,summer,50.0,medium,0,0,1031.5161174036716,1241.082159696446
0,1.5,1,0,3,1,5.1476658184021,summer,61.6948823319445,low,0,5,936.5712682916336,1118.4728359817702
3,2.25,1,3,1,2,5.379050959793274,summer,179.43754683996414,low,0,0,3119.2658109975123,3744.4170842438016
0,1.5,2,2,3,2,4.446684224178763,summer,50.61446943745854,low,0,2,1843.8068257638834,2214.9652060020435
2,2.25,1,1,1,0,3.782074370801715,winter,203.3045891730288,high,1,3,1377.6060702262446,1646.6509220145772
1,3.0,2,0,0,1,4.793301159782435,summer,90.31050163044598,medium,0,5,2395.8498804879014,2877.5340490931935
3,2.25,2,3,3,0,9.137906433568102,summer,204.595070213278,low,0,4,5498.9364147612,6598.3441161040255
2,1.5,2,3,4,2,9.102216006776828,winter,154.432256149798,low,0,2,2863.554510691438,3433.062113142398
2,2.25,1,3,1,2,9.615431285442753,summer,130.6599425085855,medium,1,2,3199.4358164391133,3848.5926505758403
4,2.25,2,1,0,2,3.2395734042981013,summer,202.8095691611581,medium,0,1,3085.3995784602776,3702.7259286015615
4,2.25,2,1,3,1,9.303570990742493,summer,186.5467075695184,high,0,1,4901.320725542033,5878.301043717487
2,1.5,1,0,0,2,5.530624587794574,summer,143.32471995217145,high,1,1,1751.6595351656065,2101.9917338108357
4,2.25,2,0,0,2,7.540008925339412,winter,226.2787309855415,low,0,0,3930.2123200883157,4726.868566185725
1,3.0,1,0,3,1,7.338761037477959,summer,79.22594364195035,high,1,1,1888.3470900064262,2267.2343765552473
1,2.25,2,3,3,0,4.201898000371699,summer,79.7552024978923,high,1,0,2317.151489011172,2794.421324680423
4,1.5,1,1,1,1,4.2047093058059914,winter,192.96721526710857,low,0,0,1696.559124835724,2043.6738773643997
0,1.5,2,0,4,1,4.493695694949161,winter,64.0926391132032,low,1,3,2025.5654736650097,2433.1292288966606
2,3.0,2,1,0,0,4.8814843779114785,summer,155.89566699743585,low,1,1,3703.4529769881647,4442.017478850081
1,2.25,2,2,3,1,5.586015837213969,summer,70.65848173145554,low,1,1,2810.2190727642005,3377.1779461337837
4,1.5,1,0,0,0,6.185079870549821,winter,191.458866998621,high,1,2,1789.8790634731297,2142.784364749425
4,2.25,1,1,1,2,5.5138006329689,summer,207.03827912761108,high,0,6,2753.5142257555117,3295.1913400147714
1,1.5,1,0,1,1,7.125033430637186,summer,106.59443101756065,medium,0,5,1405.3177372993052,1682.23267744291
1,2.25,2,1,1,0,4.100101692729854,winter,100.07315523575531,low,1,4,2312.8111562795475,2780.698061793906
0,3.0,1,1,4,1,9.526448730895261,winter,73.66270671219742,high,1,0,1187.242119112307,1430.291585143691
4,3.0,1,3,2,0,8.860939316797712,summer,162.93175407515008,high,1,5,5030.07122618004,6035.448526020993
4,3.0,1,2,2,0,3.36276712814632,winter,200.6421921967365,medium,0,6,1883.2030714026853,2254.7144263489704
3,2.25,1,0,2,0,6.2310863429774805,winter,191.5283408813253,medium,1,3,2141.864236718762,2572.9979920636692
0,1.5,2,1,4,2,8.702808883888299,winter,83.61778292488668,medium,1,2,2120.404319353268,2547.754340446238
1,3.0,2,0,4,1,5.4672002709167264,summer,86.0648464595758,medium,1,3,2813.8916353073705,3379.993505786094
1,3.0,2,1,0,0,5.964011054489445,winter,79.68345511976452,low,1,3,2519.64609971414,3026.6150894157777
2,1.5,2,2,0,2,9.970290576182663,summer,112.88706379439427,high,0,6,2990.4713697968605,3584.6644617281777
1,2.25,2,1,1,2,8.288560525806993,summer,104.53015360071103,medium,1,0,2896.12727282227,3474.5827062874523
4,2.25,2,1,4,0,4.938819664220283,summer,233.94594468565572,high,1,4,3571.21285646412,4286.8302098848835
1,1.5,1,0,2,2,6.956713635222368,summer,96.77030065581272,low,0,3,1593.0592244470308,1915.693511744004
4,2.25,2,2,2,1,8.618939924292622,summer,165.64160535934997,low,1,4,6656.359891926541,7982.931865105866
4,1.5,1,1,0,1,4.961951590017193,winter,218.15098193722403,medium,1,3,1859.445567095032,2227.7180724970735
0,3.0,2,0,1,1,3.5329820610345255,winter,50.0,low,0,2,1765.7416404790079,2111.248448923195
1,1.5,1,1,1,0,5.30880380730773,summer,99.51926126437515,medium,0,4,1256.3253500995631,1512.6288132521393
0,3.0,2,0,3,0,9.177982366202892,winter,51.71773457978844,high,0,5,1797.62615367604,2155.566421032326
4,2.25,2,2,4,0,6.275102663477348,winter,235.7380200379913,medium,1,4,3353.1448980968735,4016.7137322032568
1,1.5,2,3,2,1,7.1808356110959055,summer,92.3243844089105,low,0,0,2487.383511066135,2990.900856665688
1,1.5,2,2,2,1,3.28917799428683,winter,88.33864592420107,medium,0,2,1889.4568634868367,2269.001645581393
0,3.0,1,0,0,2,4.676288918417666,summer,50.0,high,1,0,1122.0769514863507,1348.6402685387702
0,2.25,1,2,0,0,8.493349580184535,winter,80.69741839695115,low,0,3,935.6309585289043,1125.1347806387819
4,1.5,2,0,4,0,7.9793095674611845,summer,201.1794462810186,high,1,6,3750.142924640069,4507.8161595151605
4,1.5,2,0,0,2,3.7760966109535348,winter,225.8071768109176,low,0,5,2509.2431832715283,3007.4916491998165
1,2.25,1,2,0,2,8.743173861508593,summer,101.27277205826005,low,0,4,2177.3252883832847,2616.370398735601
1,1.5,2,3,2,0,6.722799721701248,summer,95.09086769268167,low,0,3,2420.6198973560904,2913.483960009599
3,1.5,2,2,4,1,4.749448665268343,summer,174.12662154676906,medium,0,0,2790.3723933221736,3345.310510713506
3,2.25,1,0,2,1,4.088555678333585,summer,171.17451220034704,high,0,5,1894.1266129947307,2268.626828679041
2,2.25,1,3,2,0,4.200155983740154,winter,159.27467446829996,high,1,5,1486.3377775249146,1781.398359903966
4,2.25,1,0,0,1,5.925976011825327,winter,217.42844325431386,medium,1,6,2333.1195121637375,2793.003070409127
2,1.5,1,3,2,0,9.13264991775318,winter,145.56295158966103,low,1,2,1967.94806265862,2354.2632666560294
2,3.0,2,2,4,0,5.574403866652031,summer,129.3828055707333,low,0,4,3766.8817970374803,4514.072475096289
0,1.5,2,2,0,1,7.557563882996675,winter,79.520673096934,medium,1,4,2098.4679246151927,2514.141670245829
0,1.5,2,0,4,1,3.9992849822105083,summer,50.0,medium,0,4,1784.7449551275995,2142.4619419684586
3,3.0,2,3,1,0,3.447192554467443,summer,174.49946042314872,low,1,6,3770.7782228323817,4520.722085669223
2,2.25,1,0,4,0,5.877974654592723,winter,91.64524524932892,medium,1,6,1782.768976580087,2139.9696071822314
3,2.25,2,3,4,0,4.151164966460897,winter,173.5130189368448,high,1,1,2455.374549872692,2947.844942573468
4,1.5,2,0,3,0,4.362775743563732,summer,197.19300512381824,high,0,2,2710.5088854818778,3248.4920773879253
1,2.25,1,2,4,2,4.88745710610131,summer,84.18688312689183,low,1,5,1864.1369552156268,2229.690733189495
0,1.5,2,1,2,2,3.4305347451002186,winter,50.0,medium,0,2,1801.61464688925,2164.4001513082812
4,2.25,1,0,2,0,8.606030117944183,summer,205.32981709534423,high,1,2,3954.2127547521186,4739.78004765658
4,1.5,1,1,0,0,6.794407717912229,summer,240.49193429346536,high,0,0,2352.7755073143685,2812.7664071139643
0,3.0,1,2,1,1,5.849845846765677,winter,51.48323522214774,medium,0,5,963.2253006351813,1149.8761243690496
0,3.0,1,1,0,0,5.319135108804076,winter,50.0,medium,1,3,985.7757988395281,1190.148863949407
2,2.25,1,3,4,0,3.006816588960201,summer,133.1054536358049,medium,1,0,1748.6282742248554,2102.1282135777287
3,3.0,2,1,4,1,9.085497514323222,winter,186.39127348710792,medium,0,6,3856.4302683755395,4623.833600728397
4,2.25,2,0,2,1,8.333121665193996,winter,205.48166145469057,medium,1,1,3737.607341466882,4478.420648414354
2,1.5,2,1,4,0,8.11743616923988,winter,141.67959009781265,low,0,1,2577.3307384978416,3087.9503160795775
2,2.25,1,3,4,1,4.2211669473335975,summer,90.08218052923323,low,0,4,2082.4494129219156,2499.5106446531186
4,1.5,1,2,2,2,3.3653747849453204,winter,187.43571881776006,medium,0,0,1418.547397935229,1702.4434070542898
4,1.5,2,3,1,2,3.4529114226838504,summer,219.6144161070979,medium,1,5,2957.1344259293664,3559.4904630397673
1,3.0,1,0,4,2,6.753876333421321,winter,60.240938170717236,low,0,0,1632.845883587818,1960.3519378434034
3,1.5,1,3,3,2,7.452868607579504,summer,178.93807043556302,high,1,3,2434.4155086688215,2920.501670510702
4,1.5,1,1,1,2,9.98738411643607,summer,194.78784905232365,medium,0,2,3737.5631897156063,4486.819723959938
0,2.25,2,1,1,2,6.656546181283257,winter,50.0,low,0,0,1847.5600437470134,2220.1347111483524
1,1.5,1,3,2,2,5.326663426493324,summer,96.94107695679897,low,0,6,1470.0202280098115,1762.8722875678302
3,2.25,1,1,0,1,7.758354277362115,winter,181.4674859467733,high,0,1,1940.2843554502274,2337.75366837482
0,1.5,1,1,4,1,7.507592656031778,summer,74.14697843876027,high,0,6,997.6359559598345,1196.2363405643518
0,1.5,2,0,4,1,3.1603267331387648,summer,62.590422972220324,low,0,0,1784.2842135572264,2133.7184034335282
3,3.0,1,0,0,1,3.8660420695483655,winter,177.13171679812245,low,1,2,2239.936056901989,2693.4198974880583
1,3.0,2,0,4,1,7.846444082840991,winter,116.17764347007528,high,0,2,2296.771899750241,2748.813098507343
0,2.25,1,2,3,2,3.576458125829365,summer,50.0,medium,0,3,946.7063381314656,1130.7864759131892
2,1.5,1,2,0,0,8.643397669663411,winter,104.97795226490744,medium,0,4,1538.7385578777555,1850.6090764050182
3,1.5,2,0,2,0,9.354573161560864,summer,140.00826707382782,medium,0,6,3679.042807334706,4416.538621579113
